
============================================================
📊 VISUALIZACIÓN DE RESULTADOS DEL MODELO
============================================================

🔵 Estado del modelo: OPTIMAL
💰 Valor objetivo (ganancia neta): $2,171,510.98

📈 DESGLOSE ECONÓMICO:
  - Ingresos por venta: $4,075,341.37
  - Costo de cosecha: $1,653,891.35
  - Costo de instalacion: $230,000.00
  - Costo de transporte: $6,739.05
  - Costo de construccion_caminos: $13,200.00

🔧 VARIABLES RELEVANTES:

  🔸 Faena Cosechada (x):
    - Faena 46 → Hectarea 46, máquina skidder, período 13, cosecha: 1.00 
    - Faena 115 → Hectarea 115, máquina skidder, período 4, cosecha: 1.00 
    - Faena 115 → Hectarea 115, máquina skidder, período 5, cosecha: 1.00 
    - Faena 115 → Hectarea 115, máquina skidder, período 6, cosecha: 1.00 
    - Faena 115 → Hectarea 111, máquina skidder, período 1, cosecha: 1.00 
    - Faena 115 → Hectarea 112, máquina skidder, período 4, cosecha: 1.00 
    - Faena 115 → Hectarea 170, máquina skidder, período 5, cosecha: 1.00 
    - Faena 115 → Hectarea 113, máquina skidder, período 1, cosecha: 1.00 
    - Faena 115 → Hectarea 114, máquina skidder, período 2, cosecha: 1.00 
    - Faena 115 → Hectarea 114, máquina skidder, período 4, cosecha: 1.00 
    - Faena 115 → Hectarea 171, máquina skidder, período 3, cosecha: 1.00 
    - Faena 115 → Hectarea 171, máquina skidder, período 6, cosecha: 1.00 
    - Faena 115 → Hectarea 172, máquina skidder, período 2, cosecha: 1.00 
    - Faena 115 → Hectarea 116, máquina skidder, período 1, cosecha: 1.00 
    - Faena 115 → Hectarea 117, máquina skidder, período 4, cosecha: 1.00 
    - Faena 115 → Hectarea 117, máquina skidder, período 6, cosecha: 1.00 
    - Faena 115 → Hectarea 118, máquina skidder, período 5, cosecha: 1.00 
    - Faena 115 → Hectarea 118, máquina skidder, período 6, cosecha: 1.00 
    - Faena 115 → Hectarea 173, máquina skidder, período 1, cosecha: 1.00 
    - Faena 115 → Hectarea 174, máquina skidder, período 2, cosecha: 1.00 
    - Faena 115 → Hectarea 178, máquina skidder, período 1, cosecha: 1.00 
    - Faena 18 → Hectarea 18, máquina skidder, período 2, cosecha: 1.00 
    - Faena 18 → Hectarea 18, máquina skidder, período 3, cosecha: 1.00 
    - Faena 18 → Hectarea 18, máquina skidder, período 4, cosecha: 1.00 
    - Faena 18 → Hectarea 18, máquina skidder, período 5, cosecha: 1.00 
    - Faena 18 → Hectarea 18, máquina skidder, período 6, cosecha: 1.00 
    - Faena 18 → Hectarea 11, máquina skidder, período 2, cosecha: 1.00 
    - Faena 18 → Hectarea 11, máquina skidder, período 5, cosecha: 1.00 
    - Faena 18 → Hectarea 15, máquina skidder, período 2, cosecha: 1.00 
    - Faena 18 → Hectarea 19, máquina skidder, período 5, cosecha: 1.00 
    - Faena 18 → Hectarea 20, máquina skidder, período 3, cosecha: 1.00 
    - Faena 18 → Hectarea 22, máquina skidder, período 6, cosecha: 1.00 
    - Faena 18 → Hectarea 23, máquina skidder, período 2, cosecha: 1.00 
    - Faena 63 → Hectarea 63, máquina torre, período 3, cosecha: 1.00 
    - Faena 63 → Hectarea 63, máquina torre, período 4, cosecha: 1.00 
    - Faena 63 → Hectarea 63, máquina torre, período 5, cosecha: 1.00 
    - Faena 63 → Hectarea 63, máquina torre, período 6, cosecha: 1.00 
    - Faena 63 → Hectarea 54, máquina torre, período 3, cosecha: 1.00 
    - Faena 63 → Hectarea 54, máquina torre, período 6, cosecha: 1.00 
    - Faena 63 → Hectarea 17, máquina torre, período 4, cosecha: 1.00 
    - Faena 63 → Hectarea 56, máquina torre, período 6, cosecha: 1.00 
    - Faena 63 → Hectarea 57, máquina torre, período 3, cosecha: 1.00 
    - Faena 63 → Hectarea 57, máquina torre, período 5, cosecha: 1.00 
    - Faena 63 → Hectarea 57, máquina torre, período 6, cosecha: 1.00 
    - Faena 63 → Hectarea 58, máquina torre, período 3, cosecha: 1.00 
    - Faena 63 → Hectarea 58, máquina torre, período 4, cosecha: 1.00 
    - Faena 63 → Hectarea 58, máquina torre, período 5, cosecha: 1.00 
    - Faena 63 → Hectarea 58, máquina torre, período 6, cosecha: 1.00 
    - Faena 63 → Hectarea 59, máquina torre, período 6, cosecha: 1.00 
    - Faena 63 → Hectarea 60, máquina torre, período 5, cosecha: 1.00 
    - Faena 63 → Hectarea 61, máquina torre, período 3, cosecha: 1.00 
    - Faena 63 → Hectarea 61, máquina torre, período 4, cosecha: 1.00 
    - Faena 63 → Hectarea 61, máquina torre, período 5, cosecha: 1.00 
    - Faena 63 → Hectarea 62, máquina torre, período 3, cosecha: 1.00 
    - Faena 63 → Hectarea 62, máquina torre, período 4, cosecha: 1.00 
    - Faena 63 → Hectarea 62, máquina torre, período 5, cosecha: 1.00 
    - Faena 63 → Hectarea 62, máquina torre, período 6, cosecha: 1.00 
    - Faena 63 → Hectarea 64, máquina torre, período 3, cosecha: 1.00 
    - Faena 180 → Hectarea 180, máquina skidder, período 2, cosecha: 1.00 
    - Faena 180 → Hectarea 180, máquina skidder, período 3, cosecha: 1.00 
    - Faena 180 → Hectarea 180, máquina skidder, período 4, cosecha: 1.00 
    - Faena 180 → Hectarea 180, máquina skidder, período 5, cosecha: 1.00 
    - Faena 180 → Hectarea 180, máquina skidder, período 6, cosecha: 1.00 
    - Faena 180 → Hectarea 175, máquina skidder, período 4, cosecha: 1.00 
    - Faena 180 → Hectarea 176, máquina skidder, período 2, cosecha: 1.00 
    - Faena 180 → Hectarea 177, máquina skidder, período 5, cosecha: 1.00 
    - Faena 180 → Hectarea 179, máquina skidder, período 3, cosecha: 1.00 
    - Faena 180 → Hectarea 181, máquina skidder, período 3, cosecha: 1.00 
    - Faena 180 → Hectarea 182, máquina skidder, período 5, cosecha: 1.00 
    - Faena 180 → Hectarea 183, máquina skidder, período 2, cosecha: 1.00 
    - Faena 180 → Hectarea 184, máquina skidder, período 4, cosecha: 1.00 
    - Faena 180 → Hectarea 185, máquina skidder, período 6, cosecha: 1.00 
    - Faena 180 → Hectarea 186, máquina skidder, período 2, cosecha: 1.00 
    - Faena 180 → Hectarea 188, máquina skidder, período 5, cosecha: 1.00 
    - Faena 180 → Hectarea 188, máquina skidder, período 6, cosecha: 1.00 
    - Faena 180 → Hectarea 189, máquina skidder, período 3, cosecha: 1.00 
    - Faena 180 → Hectarea 190, máquina skidder, período 2, cosecha: 1.00 
    - Faena 65 → Hectarea 65, máquina torre, período 13, cosecha: 1.00 
    - Faena 65 → Hectarea 65, máquina torre, período 14, cosecha: 1.00 
    - Faena 65 → Hectarea 65, máquina torre, período 15, cosecha: 1.00 
    - Faena 65 → Hectarea 65, máquina torre, período 16, cosecha: 1.00 
    - Faena 65 → Hectarea 65, máquina torre, período 17, cosecha: 1.00 
    - Faena 65 → Hectarea 65, máquina torre, período 18, cosecha: 1.00 
    - Faena 65 → Hectarea 24, máquina torre, período 17, cosecha: 1.00 
    - Faena 65 → Hectarea 66, máquina torre, período 14, cosecha: 1.00 
    - Faena 65 → Hectarea 66, máquina torre, período 17, cosecha: 1.00 
    - Faena 65 → Hectarea 67, máquina torre, período 14, cosecha: 1.00 
    - Faena 65 → Hectarea 68, máquina torre, período 18, cosecha: 1.00 
    - Faena 65 → Hectarea 69, máquina torre, período 14, cosecha: 1.00 
    - Faena 65 → Hectarea 69, máquina torre, período 15, cosecha: 1.00 
    - Faena 65 → Hectarea 69, máquina torre, período 16, cosecha: 1.00 
    - Faena 65 → Hectarea 70, máquina torre, período 16, cosecha: 1.00 
    - Faena 65 → Hectarea 70, máquina torre, período 17, cosecha: 1.00 
    - Faena 65 → Hectarea 70, máquina torre, período 18, cosecha: 1.00 
    - Faena 65 → Hectarea 71, máquina torre, período 13, cosecha: 1.00 
    - Faena 65 → Hectarea 71, máquina torre, período 14, cosecha: 1.00 
    - Faena 65 → Hectarea 71, máquina torre, período 15, cosecha: 1.00 
    - Faena 65 → Hectarea 73, máquina torre, período 13, cosecha: 1.00 
    - Faena 65 → Hectarea 73, máquina torre, período 14, cosecha: 1.00 
    - Faena 65 → Hectarea 73, máquina torre, período 15, cosecha: 1.00 
    - Faena 65 → Hectarea 74, máquina torre, período 13, cosecha: 1.00 
    - Faena 65 → Hectarea 74, máquina torre, período 14, cosecha: 1.00 
    - Faena 65 → Hectarea 74, máquina torre, período 16, cosecha: 1.00 
    - Faena 65 → Hectarea 75, máquina torre, período 14, cosecha: 1.00 
    - Faena 65 → Hectarea 75, máquina torre, período 15, cosecha: 1.00 
    - Faena 65 → Hectarea 75, máquina torre, período 17, cosecha: 1.00 
    - Faena 65 → Hectarea 36, máquina torre, período 15, cosecha: 1.00 
    - Faena 65 → Hectarea 36, máquina torre, período 17, cosecha: 1.00 
    - Faena 65 → Hectarea 36, máquina torre, período 18, cosecha: 1.00 
    - Faena 187 → Hectarea 187, máquina skidder, período 6, cosecha: 1.00 
    - Faena 187 → Hectarea 191, máquina skidder, período 6, cosecha: 1.00 
    - Faena 187 → Hectarea 195, máquina skidder, período 6, cosecha: 1.00 
    - Faena 28 → Hectarea 28, máquina skidder, período 16, cosecha: 1.00 
    - Faena 28 → Hectarea 28, máquina skidder, período 17, cosecha: 1.00 
    - Faena 28 → Hectarea 28, máquina skidder, período 18, cosecha: 1.00 
    - Faena 28 → Hectarea 25, máquina skidder, período 16, cosecha: 1.00 
    - Faena 28 → Hectarea 25, máquina skidder, período 18, cosecha: 1.00 
    - Faena 28 → Hectarea 26, máquina skidder, período 16, cosecha: 1.00 
    - Faena 28 → Hectarea 26, máquina skidder, período 17, cosecha: 1.00 
    - Faena 28 → Hectarea 26, máquina skidder, período 18, cosecha: 1.00 
    - Faena 28 → Hectarea 27, máquina skidder, período 17, cosecha: 1.00 
    - Faena 28 → Hectarea 27, máquina skidder, período 18, cosecha: 1.00 
    - Faena 28 → Hectarea 29, máquina skidder, período 17, cosecha: 1.00 
    - Faena 28 → Hectarea 30, máquina skidder, período 17, cosecha: 1.00 
    - Faena 28 → Hectarea 30, máquina skidder, período 18, cosecha: 1.00 
    - Faena 28 → Hectarea 31, máquina skidder, período 18, cosecha: 1.00 
    - Faena 28 → Hectarea 32, máquina skidder, período 16, cosecha: 1.00 
    - Faena 28 → Hectarea 32, máquina skidder, período 18, cosecha: 1.00 
    - Faena 28 → Hectarea 33, máquina skidder, período 17, cosecha: 1.00 
    - Faena 28 → Hectarea 33, máquina skidder, período 18, cosecha: 1.00 
    - Faena 28 → Hectarea 35, máquina skidder, período 16, cosecha: 1.00 
    - Faena 126 → Hectarea 126, máquina skidder, período 13, cosecha: 1.00 
    - Faena 126 → Hectarea 126, máquina skidder, período 14, cosecha: 1.00 
    - Faena 126 → Hectarea 126, máquina skidder, período 15, cosecha: 1.00 
    - Faena 126 → Hectarea 126, máquina skidder, período 16, cosecha: 1.00 
    - Faena 126 → Hectarea 126, máquina skidder, período 17, cosecha: 1.00 
    - Faena 126 → Hectarea 126, máquina skidder, período 18, cosecha: 1.00 
    - Faena 126 → Hectarea 119, máquina skidder, período 15, cosecha: 1.00 
    - Faena 126 → Hectarea 120, máquina skidder, período 18, cosecha: 1.00 
    - Faena 126 → Hectarea 121, máquina skidder, período 17, cosecha: 1.00 
    - Faena 126 → Hectarea 68, máquina skidder, período 17, cosecha: 1.00 
    - Faena 126 → Hectarea 122, máquina skidder, período 14, cosecha: 1.00 
    - Faena 126 → Hectarea 123, máquina skidder, período 13, cosecha: 1.00 
    - Faena 126 → Hectarea 124, máquina skidder, período 17, cosecha: 1.00 
    - Faena 126 → Hectarea 72, máquina skidder, período 13, cosecha: 1.00 
    - Faena 126 → Hectarea 125, máquina skidder, período 13, cosecha: 1.00 
    - Faena 126 → Hectarea 125, máquina skidder, período 14, cosecha: 1.00 
    - Faena 126 → Hectarea 127, máquina skidder, período 13, cosecha: 1.00 
    - Faena 126 → Hectarea 127, máquina skidder, período 14, cosecha: 1.00 
    - Faena 126 → Hectarea 128, máquina skidder, período 13, cosecha: 1.00 
    - Faena 126 → Hectarea 76, máquina skidder, período 18, cosecha: 1.00 
    - Faena 126 → Hectarea 129, máquina skidder, período 17, cosecha: 1.00 
    - Faena 126 → Hectarea 130, máquina skidder, período 15, cosecha: 1.00 
    - Faena 126 → Hectarea 131, máquina skidder, período 16, cosecha: 1.00 
    - Faena 126 → Hectarea 132, máquina skidder, período 14, cosecha: 1.00 
    - Faena 126 → Hectarea 133, máquina skidder, período 13, cosecha: 1.00 
    - Faena 126 → Hectarea 134, máquina skidder, período 18, cosecha: 1.00 
    - Faena 126 → Hectarea 135, máquina skidder, período 15, cosecha: 1.00 
    - Faena 202 → Hectarea 202, máquina skidder, período 1, cosecha: 1.00 
    - Faena 202 → Hectarea 202, máquina skidder, período 2, cosecha: 1.00 
    - Faena 202 → Hectarea 202, máquina skidder, período 3, cosecha: 1.00 
    - Faena 202 → Hectarea 202, máquina skidder, período 4, cosecha: 1.00 
    - Faena 202 → Hectarea 202, máquina skidder, período 5, cosecha: 1.00 
    - Faena 202 → Hectarea 202, máquina skidder, período 6, cosecha: 1.00 
    - Faena 202 → Hectarea 192, máquina skidder, período 3, cosecha: 1.00 
    - Faena 202 → Hectarea 193, máquina skidder, período 5, cosecha: 1.00 
    - Faena 202 → Hectarea 194, máquina skidder, período 4, cosecha: 1.00 
    - Faena 202 → Hectarea 196, máquina skidder, período 5, cosecha: 1.00 
    - Faena 202 → Hectarea 197, máquina skidder, período 5, cosecha: 1.00 
    - Faena 202 → Hectarea 198, máquina skidder, período 5, cosecha: 1.00 
    - Faena 202 → Hectarea 199, máquina skidder, período 4, cosecha: 1.00 
    - Faena 202 → Hectarea 200, máquina skidder, período 1, cosecha: 1.00 
    - Faena 202 → Hectarea 200, máquina skidder, período 2, cosecha: 1.00 
    - Faena 202 → Hectarea 200, máquina skidder, período 3, cosecha: 1.00 
    - Faena 202 → Hectarea 200, máquina skidder, período 4, cosecha: 1.00 
    - Faena 202 → Hectarea 201, máquina skidder, período 1, cosecha: 1.00 
    - Faena 202 → Hectarea 201, máquina skidder, período 3, cosecha: 1.00 
    - Faena 202 → Hectarea 201, máquina skidder, período 4, cosecha: 1.00 
    - Faena 202 → Hectarea 203, máquina skidder, período 5, cosecha: 1.00 
    - Faena 202 → Hectarea 204, máquina skidder, período 5, cosecha: 1.00 
    - Faena 202 → Hectarea 205, máquina skidder, período 2, cosecha: 1.00 
    - Faena 202 → Hectarea 205, máquina skidder, período 6, cosecha: 1.00 
    - Faena 202 → Hectarea 206, máquina skidder, período 6, cosecha: 1.00 
    - Faena 202 → Hectarea 207, máquina skidder, período 4, cosecha: 1.00 
    - Faena 202 → Hectarea 209, máquina skidder, período 4, cosecha: 1.00 
    - Faena 202 → Hectarea 209, máquina skidder, período 5, cosecha: 1.00 
    - Faena 202 → Hectarea 210, máquina skidder, período 4, cosecha: 1.00 
    - Faena 202 → Hectarea 210, máquina skidder, período 6, cosecha: 1.00 
    - Faena 40 → Hectarea 40, máquina skidder, período 13, cosecha: 1.00 
    - Faena 40 → Hectarea 40, máquina skidder, período 14, cosecha: 1.00 
    - Faena 40 → Hectarea 40, máquina skidder, período 15, cosecha: 1.00 
    - Faena 40 → Hectarea 40, máquina skidder, período 16, cosecha: 1.00 
    - Faena 40 → Hectarea 40, máquina skidder, período 17, cosecha: 1.00 
    - Faena 40 → Hectarea 40, máquina skidder, período 18, cosecha: 1.00 
    - Faena 40 → Hectarea 34, máquina skidder, período 18, cosecha: 1.00 
    - Faena 40 → Hectarea 35, máquina skidder, período 14, cosecha: 1.00 
    - Faena 40 → Hectarea 37, máquina skidder, período 13, cosecha: 1.00 
    - Faena 40 → Hectarea 38, máquina skidder, período 15, cosecha: 1.00 
    - Faena 40 → Hectarea 39, máquina skidder, período 16, cosecha: 1.00 
    - Faena 40 → Hectarea 41, máquina skidder, período 14, cosecha: 1.00 
    - Faena 40 → Hectarea 42, máquina skidder, período 13, cosecha: 1.00 
    - Faena 40 → Hectarea 43, máquina skidder, período 15, cosecha: 1.00 
    - Faena 40 → Hectarea 44, máquina skidder, período 14, cosecha: 1.00 
    - Faena 40 → Hectarea 45, máquina skidder, período 13, cosecha: 1.00 
    - Faena 40 → Hectarea 45, máquina skidder, período 14, cosecha: 1.00 
    - Faena 40 → Hectarea 45, máquina skidder, período 15, cosecha: 1.00 
    - Faena 40 → Hectarea 45, máquina skidder, período 16, cosecha: 1.00 
    - Faena 40 → Hectarea 45, máquina skidder, período 17, cosecha: 1.00 
    - Faena 40 → Hectarea 45, máquina skidder, período 18, cosecha: 1.00 
    - Faena 91 → Hectarea 91, máquina skidder, período 1, cosecha: 1.00 
    - Faena 91 → Hectarea 91, máquina skidder, período 2, cosecha: 1.00 
    - Faena 91 → Hectarea 91, máquina skidder, período 3, cosecha: 1.00 
    - Faena 91 → Hectarea 91, máquina skidder, período 4, cosecha: 1.00 
    - Faena 91 → Hectarea 91, máquina skidder, período 5, cosecha: 1.00 
    - Faena 91 → Hectarea 91, máquina skidder, período 6, cosecha: 1.00 
    - Faena 91 → Hectarea 78, máquina skidder, período 4, cosecha: 1.00 
    - Faena 91 → Hectarea 79, máquina skidder, período 2, cosecha: 1.00 
    - Faena 91 → Hectarea 80, máquina skidder, período 1, cosecha: 1.00 
    - Faena 91 → Hectarea 81, máquina skidder, período 1, cosecha: 1.00 
    - Faena 91 → Hectarea 82, máquina skidder, período 4, cosecha: 1.00 
    - Faena 91 → Hectarea 83, máquina skidder, período 3, cosecha: 1.00 
    - Faena 91 → Hectarea 84, máquina skidder, período 2, cosecha: 1.00 
    - Faena 91 → Hectarea 85, máquina skidder, período 5, cosecha: 1.00 
    - Faena 91 → Hectarea 86, máquina skidder, período 5, cosecha: 1.00 
    - Faena 91 → Hectarea 92, máquina skidder, período 3, cosecha: 1.00 
    - Faena 91 → Hectarea 93, máquina skidder, período 4, cosecha: 1.00 
    - Faena 91 → Hectarea 94, máquina skidder, período 5, cosecha: 1.00 
    - Faena 91 → Hectarea 95, máquina skidder, período 5, cosecha: 1.00 
    - Faena 91 → Hectarea 97, máquina skidder, período 5, cosecha: 1.00 
    - Faena 91 → Hectarea 98, máquina skidder, período 1, cosecha: 1.00 
    - Faena 142 → Hectarea 142, máquina skidder, período 14, cosecha: 1.00 
    - Faena 142 → Hectarea 142, máquina skidder, período 15, cosecha: 1.00 
    - Faena 142 → Hectarea 142, máquina skidder, período 16, cosecha: 1.00 
    - Faena 142 → Hectarea 142, máquina skidder, período 17, cosecha: 1.00 
