
============================================================
📊 VISUALIZACIÓN DE RESULTADOS DEL MODELO
============================================================

🔵 Estado del modelo: OPTIMAL
💰 Valor objetivo (ganancia neta): $2,001,369.62

📈 DESGLOSE ECONÓMICO:
  - Ingresos por venta: $3,781,989.57
  - Costo de cosecha: $1,521,191.23
  - Costo de instalacion: $240,000.00
  - Costo de transporte: $6,228.73
  - Costo de construccion_caminos: $13,200.00

🔧 VARIABLES RELEVANTES:

  🔸 Faena Cosechada (x):
    - Faena 2 → Hectarea 2, máquina skidder, período 14, cosecha: 1.00 
    - Faena 131 → Hectarea 127, máquina skidder, período 2, cosecha: 1.00 
    - Faena 131 → Hectarea 128, máquina skidder, período 3, cosecha: 1.00 
    - Faena 131 → Hectarea 129, máquina skidder, período 3, cosecha: 1.00 
    - Faena 131 → Hectarea 130, máquina skidder, período 2, cosecha: 1.00 
    - Faena 131 → Hectarea 132, máquina skidder, período 2, cosecha: 1.00 
    - Faena 131 → Hectarea 133, máquina skidder, período 1, cosecha: 1.00 
    - Faena 131 → Hectarea 134, máquina skidder, período 1, cosecha: 1.00 
    - Faena 131 → Hectarea 135, máquina skidder, período 1, cosecha: 1.00 
    - Faena 131 → Hectarea 136, máquina skidder, período 5, cosecha: 1.00 
    - Faena 131 → Hectarea 200, máquina skidder, período 1, cosecha: 1.00 
    - Faena 194 → Hectarea 193, máquina skidder, período 14, cosecha: 1.00 
    - Faena 194 → Hectarea 193, máquina skidder, período 17, cosecha: 1.00 
    - Faena 194 → Hectarea 196, máquina skidder, período 17, cosecha: 1.00 
    - Faena 194 → Hectarea 197, máquina skidder, período 17, cosecha: 1.00 
    - Faena 194 → Hectarea 198, máquina skidder, período 16, cosecha: 1.00 
    - Faena 194 → Hectarea 199, máquina skidder, período 13, cosecha: 1.00 
    - Faena 194 → Hectarea 199, máquina skidder, período 15, cosecha: 1.00 
    - Faena 34 → Hectarea 28, máquina skidder, período 15, cosecha: 1.00 
    - Faena 34 → Hectarea 31, máquina skidder, período 17, cosecha: 1.00 
    - Faena 34 → Hectarea 32, máquina skidder, período 13, cosecha: 1.00 
    - Faena 34 → Hectarea 33, máquina skidder, período 15, cosecha: 1.00 
    - Faena 34 → Hectarea 33, máquina skidder, período 18, cosecha: 1.00 
    - Faena 37 → Hectarea 37, máquina skidder, período 6, cosecha: 1.00 
    - Faena 37 → Hectarea 34, máquina skidder, período 4, cosecha: 1.00 
    - Faena 37 → Hectarea 35, máquina skidder, período 5, cosecha: 1.00 
    - Faena 37 → Hectarea 35, máquina skidder, período 6, cosecha: 1.00 
    - Faena 37 → Hectarea 36, máquina skidder, período 4, cosecha: 1.00 
    - Faena 37 → Hectarea 36, máquina skidder, período 6, cosecha: 1.00 
    - Faena 37 → Hectarea 38, máquina skidder, período 6, cosecha: 1.00 
    - Faena 37 → Hectarea 39, máquina skidder, período 6, cosecha: 1.00 
    - Faena 37 → Hectarea 40, máquina skidder, período 4, cosecha: 1.00 
    - Faena 37 → Hectarea 41, máquina skidder, período 3, cosecha: 1.00 
    - Faena 37 → Hectarea 41, máquina skidder, período 4, cosecha: 1.00 
    - Faena 37 → Hectarea 42, máquina skidder, período 4, cosecha: 1.00 
    - Faena 37 → Hectarea 42, máquina skidder, período 6, cosecha: 1.00 
    - Faena 37 → Hectarea 44, máquina skidder, período 5, cosecha: 1.00 
    - Faena 137 → Hectarea 137, máquina skidder, período 16, cosecha: 1.00 
    - Faena 137 → Hectarea 137, máquina skidder, período 17, cosecha: 1.00 
    - Faena 137 → Hectarea 76, máquina skidder, período 13, cosecha: 1.00 
    - Faena 137 → Hectarea 76, máquina skidder, período 16, cosecha: 1.00 
    - Faena 137 → Hectarea 138, máquina skidder, período 13, cosecha: 1.00 
    - Faena 137 → Hectarea 138, máquina skidder, período 14, cosecha: 1.00 
    - Faena 137 → Hectarea 138, máquina skidder, período 16, cosecha: 1.00 
    - Faena 137 → Hectarea 139, máquina skidder, período 15, cosecha: 1.00 
    - Faena 137 → Hectarea 139, máquina skidder, período 16, cosecha: 1.00 
    - Faena 137 → Hectarea 139, máquina skidder, período 18, cosecha: 1.00 
    - Faena 137 → Hectarea 141, máquina skidder, período 14, cosecha: 1.00 
    - Faena 137 → Hectarea 141, máquina skidder, período 15, cosecha: 1.00 
    - Faena 203 → Hectarea 203, máquina skidder, período 1, cosecha: 1.00 
    - Faena 203 → Hectarea 201, máquina skidder, período 2, cosecha: 1.00 
    - Faena 203 → Hectarea 202, máquina skidder, período 2, cosecha: 1.00 
    - Faena 203 → Hectarea 205, máquina skidder, período 1, cosecha: 1.00 
    - Faena 203 → Hectarea 205, máquina skidder, período 6, cosecha: 1.00 
    - Faena 203 → Hectarea 206, máquina skidder, período 1, cosecha: 1.00 
    - Faena 203 → Hectarea 206, máquina skidder, período 6, cosecha: 1.00 
    - Faena 203 → Hectarea 207, máquina skidder, período 2, cosecha: 1.00 
    - Faena 203 → Hectarea 207, máquina skidder, período 4, cosecha: 1.00 
    - Faena 203 → Hectarea 210, máquina skidder, período 1, cosecha: 1.00 
    - Faena 91 → Hectarea 91, máquina skidder, período 2, cosecha: 1.00 
    - Faena 91 → Hectarea 78, máquina skidder, período 1, cosecha: 1.00 
    - Faena 91 → Hectarea 79, máquina skidder, período 2, cosecha: 1.00 
    - Faena 91 → Hectarea 79, máquina skidder, período 5, cosecha: 1.00 
    - Faena 91 → Hectarea 79, máquina skidder, período 6, cosecha: 1.00 
    - Faena 91 → Hectarea 80, máquina skidder, período 1, cosecha: 1.00 
    - Faena 91 → Hectarea 81, máquina skidder, período 2, cosecha: 1.00 
    - Faena 91 → Hectarea 81, máquina skidder, período 3, cosecha: 1.00 
    - Faena 91 → Hectarea 82, máquina skidder, período 1, cosecha: 1.00 
    - Faena 91 → Hectarea 83, máquina skidder, período 4, cosecha: 1.00 
    - Faena 91 → Hectarea 84, máquina skidder, período 4, cosecha: 1.00 
    - Faena 91 → Hectarea 92, máquina skidder, período 5, cosecha: 1.00 
    - Faena 96 → Hectarea 96, máquina skidder, período 6, cosecha: 1.00 
    - Faena 96 → Hectarea 85, máquina skidder, período 1, cosecha: 1.00 
    - Faena 96 → Hectarea 86, máquina skidder, período 6, cosecha: 1.00 
    - Faena 96 → Hectarea 87, máquina skidder, período 14, cosecha: 1.00 
    - Faena 96 → Hectarea 88, máquina skidder, período 18, cosecha: 1.00 
    - Faena 96 → Hectarea 93, máquina skidder, período 6, cosecha: 1.00 
    - Faena 96 → Hectarea 94, máquina skidder, período 1, cosecha: 1.00 
    - Faena 96 → Hectarea 95, máquina skidder, período 6, cosecha: 1.00 
    - Faena 96 → Hectarea 89, máquina skidder, período 15, cosecha: 1.00 
    - Faena 96 → Hectarea 90, máquina skidder, período 15, cosecha: 1.00 
    - Faena 96 → Hectarea 97, máquina skidder, período 6, cosecha: 1.00 
    - Faena 96 → Hectarea 98, máquina skidder, período 5, cosecha: 1.00 
    - Faena 147 → Hectarea 140, máquina skidder, período 18, cosecha: 1.00 
    - Faena 147 → Hectarea 142, máquina skidder, período 14, cosecha: 1.00 
    - Faena 147 → Hectarea 143, máquina skidder, período 16, cosecha: 1.00 
    - Faena 147 → Hectarea 144, máquina skidder, período 14, cosecha: 1.00 
    - Faena 147 → Hectarea 144, máquina skidder, período 15, cosecha: 1.00 
    - Faena 147 → Hectarea 145, máquina skidder, período 14, cosecha: 1.00 
    - Faena 147 → Hectarea 145, máquina skidder, período 17, cosecha: 1.00 
    - Faena 147 → Hectarea 208, máquina skidder, período 17, cosecha: 1.00 
    - Faena 147 → Hectarea 146, máquina skidder, período 16, cosecha: 1.00 
    - Faena 147 → Hectarea 148, máquina skidder, período 14, cosecha: 1.00 
    - Faena 147 → Hectarea 149, máquina skidder, período 15, cosecha: 1.00 
    - Faena 148 → Hectarea 204, máquina skidder, período 2, cosecha: 1.00 
    - Faena 148 → Hectarea 209, máquina skidder, período 3, cosecha: 1.00 

  🔸 Madera Cosechada (w):
    - Faena 2 → Hectarea 2, máquina skidder, período 14, cosecha: 338.30 m3
    - Faena 2 → Hectarea 2, máquina skidder, período 15, cosecha: 40.00 m3
    - Faena 2 → Hectarea 1, máquina skidder, período 15, cosecha: 124.94 m3
    - Faena 2 → Hectarea 46, máquina skidder, período 13, cosecha: 357.60 m3
    - Faena 2 → Hectarea 4, máquina skidder, período 18, cosecha: 606.70 m3
    - Faena 2 → Hectarea 5, máquina skidder, período 16, cosecha: 624.90 m3
    - Faena 2 → Hectarea 6, máquina skidder, período 13, cosecha: 40.00 m3
    - Faena 2 → Hectarea 6, máquina skidder, período 15, cosecha: 551.70 m3
    - Faena 2 → Hectarea 48, máquina skidder, período 14, cosecha: 620.80 m3
    - Faena 2 → Hectarea 9, máquina skidder, período 15, cosecha: 572.50 m3
    - Faena 2 → Hectarea 10, máquina skidder, período 16, cosecha: 592.00 m3
    - Faena 2 → Hectarea 50, máquina skidder, período 14, cosecha: 522.30 m3
    - Faena 2 → Hectarea 50, máquina skidder, período 15, cosecha: 40.00 m3
    - Faena 2 → Hectarea 50, máquina skidder, período 18, cosecha: 40.00 m3
    - Faena 100 → Hectarea 100, máquina skidder, período 15, cosecha: 374.34 m3
    - Faena 100 → Hectarea 47, máquina skidder, período 18, cosecha: 416.70 m3
    - Faena 100 → Hectarea 99, máquina skidder, período 17, cosecha: 348.72 m3
    - Faena 100 → Hectarea 101, máquina skidder, período 13, cosecha: 366.84 m3
    - Faena 100 → Hectarea 102, máquina skidder, período 13, cosecha: 359.64 m3
    - Faena 100 → Hectarea 49, máquina skidder, período 14, cosecha: 40.00 m3
    - Faena 100 → Hectarea 49, máquina skidder, período 18, cosecha: 614.90 m3
    - Faena 100 → Hectarea 103, máquina skidder, período 13, cosecha: 644.20 m3
    - Faena 100 → Hectarea 104, máquina skidder, período 18, cosecha: 696.70 m3
    - Faena 100 → Hectarea 105, máquina skidder, período 16, cosecha: 639.20 m3
    - Faena 100 → Hectarea 106, máquina skidder, período 15, cosecha: 589.40 m3
    - Faena 100 → Hectarea 107, máquina skidder, período 15, cosecha: 659.30 m3
    - Faena 100 → Hectarea 109, máquina skidder, período 17, cosecha: 557.80 m3
    - Faena 160 → Hectarea 160, máquina skidder, período 13, cosecha: 525.30 m3
    - Faena 160 → Hectarea 150, máquina skidder, período 18, cosecha: 335.52 m3
    - Faena 160 → Hectarea 151, máquina skidder, período 16, cosecha: 252.64 m3
    - Faena 160 → Hectarea 152, máquina skidder, período 18, cosecha: 192.90 m3
    - Faena 160 → Hectarea 154, máquina skidder, período 14, cosecha: 564.10 m3
    - Faena 160 → Hectarea 155, máquina skidder, período 14, cosecha: 623.30 m3
    - Faena 160 → Hectarea 156, máquina skidder, período 18, cosecha: 621.50 m3
    - Faena 160 → Hectarea 157, máquina skidder, período 18, cosecha: 505.92 m3
    - Faena 160 → Hectarea 158, máquina skidder, período 16, cosecha: 639.10 m3
    - Faena 160 → Hectarea 159, máquina skidder, período 13, cosecha: 548.30 m3
    - Faena 160 → Hectarea 161, máquina skidder, período 14, cosecha: 592.70 m3
    - Faena 160 → Hectarea 162, máquina skidder, período 17, cosecha: 294.75 m3
    - Faena 160 → Hectarea 163, máquina skidder, período 14, cosecha: 658.30 m3
    - Faena 160 → Hectarea 164, máquina skidder, período 16, cosecha: 562.80 m3
    - Faena 160 → Hectarea 165, máquina skidder, período 18, cosecha: 597.30 m3
    - Faena 160 → Hectarea 166, máquina skidder, período 14, cosecha: 286.15 m3
    - Faena 160 → Hectarea 167, máquina skidder, período 13, cosecha: 576.80 m3
    - Faena 160 → Hectarea 168, máquina skidder, período 16, cosecha: 543.20 m3
    - Faena 112 → Hectarea 112, máquina skidder, período 2, cosecha: 653.00 m3
    - Faena 112 → Hectarea 112, máquina skidder, período 3, cosecha: 40.00 m3
    - Faena 112 → Hectarea 51, máquina skidder, período 15, cosecha: 637.60 m3
    - Faena 112 → Hectarea 108, máquina skidder, período 18, cosecha: 569.10 m3
    - Faena 112 → Hectarea 53, máquina skidder, período 16, cosecha: 617.20 m3
    - Faena 112 → Hectarea 111, máquina skidder, período 2, cosecha: 40.00 m3
    - Faena 112 → Hectarea 111, máquina skidder, período 5, cosecha: 499.50 m3
    - Faena 112 → Hectarea 110, máquina skidder, período 13, cosecha: 603.60 m3
    - Faena 112 → Hectarea 110, máquina skidder, período 16, cosecha: 40.00 m3
    - Faena 112 → Hectarea 170, máquina skidder, período 4, cosecha: 513.20 m3
    - Faena 112 → Hectarea 170, máquina skidder, período 5, cosecha: 40.00 m3
    - Faena 112 → Hectarea 57, máquina skidder, período 5, cosecha: 574.70 m3
    - Faena 16 → Hectarea 7, máquina skidder, período 4, cosecha: 580.10 m3
    - Faena 16 → Hectarea 8, máquina skidder, período 4, cosecha: 583.50 m3
    - Faena 16 → Hectarea 12, máquina skidder, período 5, cosecha: 602.40 m3
    - Faena 16 → Hectarea 13, máquina skidder, período 5, cosecha: 546.20 m3
    - Faena 16 → Hectarea 54, máquina skidder, período 1, cosecha: 675.80 m3
    - Faena 16 → Hectarea 17, máquina skidder, período 2, cosecha: 40.00 m3
    - Faena 16 → Hectarea 17, máquina skidder, período 4, cosecha: 577.40 m3
    - Faena 16 → Hectarea 55, máquina skidder, período 3, cosecha: 587.70 m3
    - Faena 16 → Hectarea 21, máquina skidder, período 2, cosecha: 40.00 m3
    - Faena 16 → Hectarea 21, máquina skidder, período 3, cosecha: 665.10 m3
    - Faena 16 → Hectarea 58, máquina skidder, período 5, cosecha: 581.10 m3
    - Faena 16 → Hectarea 61, máquina skidder, período 2, cosecha: 515.50 m3
    - Faena 18 → Hectarea 18, máquina skidder, período 4, cosecha: 409.33 m3
    - Faena 18 → Hectarea 18, máquina skidder, período 5, cosecha: 40.00 m3
    - Faena 18 → Hectarea 11, máquina skidder, período 1, cosecha: 623.70 m3
    - Faena 18 → Hectarea 11, máquina skidder, período 2, cosecha: 40.00 m3
    - Faena 18 → Hectarea 14, máquina skidder, período 2, cosecha: 471.94 m3
    - Faena 18 → Hectarea 15, máquina skidder, período 2, cosecha: 614.00 m3
    - Faena 18 → Hectarea 16, máquina skidder, período 1, cosecha: 40.00 m3
    - Faena 18 → Hectarea 16, máquina skidder, período 4, cosecha: 512.60 m3
    - Faena 18 → Hectarea 19, máquina skidder, período 2, cosecha: 598.60 m3
    - Faena 18 → Hectarea 19, máquina skidder, período 5, cosecha: 40.00 m3
    - Faena 18 → Hectarea 20, máquina skidder, período 2, cosecha: 40.00 m3
    - Faena 18 → Hectarea 20, máquina skidder, período 6, cosecha: 469.80 m3
    - Faena 18 → Hectarea 22, máquina skidder, período 1, cosecha: 40.00 m3
    - Faena 18 → Hectarea 22, máquina skidder, período 2, cosecha: 459.38 m3
